Name of Clinic,Address,Email,Phone,Services
My FootDr Hope Island,"i Shop 5, 10 Santa Barbara Road Hope Island QLD 4212",hopeisland@myfootdr.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Fungal nail infection laser treatment; Diabetic footcare; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare; Shockwave therapy; Footwear; Cryotherapy for plantar warts
My FootDr Hove,i 372 Brighton Rd Hove SA 5048,hove@myfootdr.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Diabetic footcare; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare; Supramelleolar orthotics (SMO’s); Custom footwear; Ankle-foot Orthoses (AFO’s)
Allsports Podiatry Indooroopilly,i 56 Coonan St (Cnr of Keating & Coonan St) Indooroopilly QLD 4068,indooroopilly@allsportspodiatry.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Diabetic footcare; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare
My FootDr Indooroopilly,i 56B Coonan Street Indooroopilly QLD 4068,indooroopilly@myfootdr.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Fungal nail infection laser treatment; Diabetic footcare; Custom footwear; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare; Cosmetic nail restoration; Shockwave therapy; Footwear; Paraffin wax bath treatment
My FootDr Ipswich,i Physioactive 57 Thorn Street Ipswich QLD 4305,ipswich@myfootdr.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Fungal nail infection laser treatment; Diabetic footcare; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare
My FootDr Jindalee,"i Allsports Physiotherapy, Shop 28 34 Goggs Road Jindalee QLD 4074",jindalee@myfootdr.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Diabetic footcare; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare
Allsports Podiatry Kangaroo Point,"i Level 2, Suite 5 22 Baildon Street Kangaroo Point QLD 4169",kangaroopoint@allsportspodiatry.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Diabetic footcare; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare
My FootDr Mackay,i 153 Victoria St Mackay QLD 4740,mackay@myfootdr.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Fungal nail infection laser treatment; Diabetic footcare; Custom footwear; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare; Shockwave therapy; Footwear; Paraffin wax bath treatment; Cryotherapy for Plantar Warts
My FootDr Brookside,"i Brookside Shopping Centre Shop 118, 159 Osborne Rd Mitchelton QLD 4053",brookside@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Mittagong,i 48 Bowral Road Mittagong NSW 2575,mittagong@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Modbury,i 2/959 North East Rd Modbury SA 5092,modbury@myfootdr.com.au,1800366837,3; 6; 4
The Foot and Ankle Clinic Moe,i 11 Haigh Street Moe VIC 3825,moe@thefootandankleclinic.com.au,1800366837,3; 6; 4
Advanced Foot Care Monto,i 35 Flinders Street Monto QLD 4630,info@advancedfootcare.com.au,1800366837,Services & Advice Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace Footwear Altra Archies OST1st Running Socks Propet ECCO Ziera Saucony Revere Anodyne Birkenstock Back to School 2025 Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket F.A.Q; Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace; Bracenfix™ - Ingrown Toenail Treatment; Supramalleolar Orthotics (SMOs); Custom Foot Orthotics; Video Gait Analysis; Fungal Nail Infection Laser Treatment; Cosmetic Nail Restoration; Cobra9 Cycling Orthotics; Cryotherapy For Plantar Warts; Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket; Beautiful Nails Again; Caring Fo
My FootDr Moorebank,i 2 Stockton Avenue Moorebank NSW 2170,moorebank@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Mt Gravatt,i Level 2 / 1437 Logan Road (enter off Gowrie St) Mount Gravatt QLD 4122,mtgravatt@myfootdr.com.au,1800366837,Clinical podiatry; Custom foot orthotics; Video gait analysis; Diabetic footcare; Custom footwear; Ankle-Foot-Orthoses; Supramalleolar Orthotics; National Disability Insurance Scheme; CAM walker (moon boot); Seniors footcare; Shockwave therapy; Footwear
NQ Foot & Ankle Centre Kirwan,i NQ Foot & Ankle Centre 93 Thuringowa Drive Kirwan QLD 4817,kirwan@nqfootandankle.com.au,1800366837,3; 6; 4
My FootDr Narellan,"i Suite 407, 326 Camden Valley Way Narellan NSW 2567",narellan@myfootdr.com.au,1800366837,3; 6; 4
Anytime Physio & Podiatry Newstead,i Shop B6 / 76 Skyring Terrace Gasworks Plaza Newstead QLD 4006,info@anytimephysio.com.au,1800366837,3; 6; 4
Allsports Podiatry Noosa,"i Unit 4, 17 Sunshine Beach Rd Noosa QLD 4567",noosa@allsportspodiatry.com.au,1800366837,Services & Advice Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace Footwear Altra Archies OST1st Running Socks Propet ECCO Ziera Saucony Revere Anodyne Birkenstock Back to School 2025 Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket F.A.Q; Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace; Bracenfix™ - Ingrown Toenail Treatment; Supramalleolar Orthotics (SMOs); Custom Foot Orthotics; Video Gait Analysis; Fungal Nail Infection Laser Treatment; Cosmetic Nail Restoration; Cobra9 Cycling Orthotics; Cryotherapy For Plantar Warts; Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket; Beautiful Nails Again; Caring Fo
My FootDr North Lakes,"i North Lakes Specialist Medical Centre Unit 204, 6 North Lakes Drive North Lakes QLD 4509",northlakes@myfootdr.com.au,1800366837,"Heel and arch pain ( plantar fasciitis ); Sports injuries including shin splints, Achilles pain and knee pain (anterior knee pain, meniscal injuries, and patella tendinitis; Children’s foot health; Diabetes foot care; 3; 6; 4"
My FootDr Orange,"i Shop V5-7, Orange City Centre 190 Anson St Orange NSW 2800",orange@myfootdr.com.au,1800366837,"We provide our patients with innovative and world-class podiatry solutions, so they’re not limited by foot pain and can enjoy a happier life.; We work with our patients to tailor a treatment that is individualised to their needs.; We always provide our patients with quality care and ensure each patient is treated with respect and attention."
My FootDr Pakenham,i 54 James St Pakenham VIC 3810,pakenham@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Palmerston,"i Shop 15, Oasis Shopping Village 15 Temple Tce Palmerston NT 0830",palmerston@myfootdr.com.au,1800366837,3; 6; 4
Allsports Podiatry Pimpama,i 2 Nexus Drive Tenancy D1.4 Pimpama QLD 4209,Pimpama@allsportspodiatry.com.au,1800366837,Services & Advice Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace Footwear Altra Archies OST1st Running Socks Propet ECCO Ziera Saucony Revere Anodyne Birkenstock Back to School 2025 Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket F.A.Q; Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace; Bracenfix™ - Ingrown Toenail Treatment; Supramalleolar Orthotics (SMOs); Custom Foot Orthotics; Video Gait Analysis; Fungal Nail Infection Laser Treatment; Cosmetic Nail Restoration; Cobra9 Cycling Orthotics; Cryotherapy For Plantar Warts; Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket; Beautiful Nails Again; Caring Fo
Allsports Podiatry Red Hill,i The Red Hill Centre 11/152 Musgrave Road Red Hill QLD 4059,redhill@allsportspodiatry.com.au,1800366837,Sports Podiatry; Video Gait Assessment; Biomechanical Assessments; 3D Printed Orthotics; Custom Sports Orthotics; Paediatric Assessments; Nail Surgery and General Podiatry Care
My FootDr Red Hill,i Arthur House 47 Arthur Tce Red Hill QLD 4059,redhill@myfootdr.com.au,1800366837,Services & Advice Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace Footwear Altra Archies OST1st Running Socks Propet ECCO Ziera Saucony Revere Anodyne Birkenstock Back to School 2025 Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket F.A.Q; Our Services Bracenfix™ - Ingrown Toenail Treatment Surgical Podiatry Supramalleolar Orthotics (SMOs) Clinical Podiatry Health Funds Custom Foot Orthotics Video Gait Analysis Fungal Nail Infection Laser Treatment Diabetes and Footcare Custom Footwear National Disability Insurance Scheme (NDIS) CAM Walker (Moon Boot) Cam Walker - (Moon Boot) Seniors Footcare Custom Cricket Shoes Cosmetic Nail Restoration Shockwave Therapy Footwear Cobra9 Cycling Orthotics Paraffin Wax Bath Treatment Cryotherapy For Plantar Warts SWIFT Microwave Wart Therapy Resources Ankle-Foot Orthoses Richie Brace; Bracenfix™ - Ingrown Toenail Treatment; Supramalleolar Orthotics (SMOs); Custom Foot Orthotics; Video Gait Analysis; Fungal Nail Infection Laser Treatment; Cosmetic Nail Restoration; Cobra9 Cycling Orthotics; Cryotherapy For Plantar Warts; Advice Dancing Running Falls Prevention Hiking Beautiful Nails Again Caring For Your Orthotics Annual Orthotic Review Golf Basketball Field Hockey Netball Soccer How To Strap Your Ankle And Foot Cricket; Beautiful Nails Again; Caring Fo
My FootDr Redcliffe,i Dolphins Central Shopping Centre 10/110 Ashmole Rd Redcliffe QLD 4020,redcliffe@myfootdr.com.au,1800366837,3; 6; 4
Physiologic Podiatry Robina,i 334 Scottsdale Drive Robina QLD 4226,robina@physiologic.com.au,1800366837,3; 6; 4
My FootDr Varsity Lakes (formerly Robina),i Shop 1 190 Varsity Parade Varsity Lakes QLD 4227,varsitylakes@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Rockhampton,i 8/235-239 Musgrave St North Rockhampton QLD 4701,rockhampton@myfootdr.com.au,1800366837,"Heel & Arch Pain; Fungal & Ingrown Toenails; Shin Splints; Leg & Ankle Pain; Bunions, Corns & Calluses; Children’s Foot Health"
The Foot and Ankle Clinic Sale,i 195 Raymond Street Sale VIC 3850,sale@thefootandankleclinic.com.au,1800366837,3; 6; 4
Semaphore (formerly Queenstown),i 160 Semaphore Road Semaphore SA 5019,semaphore@myfootdr.com.au,1800366837,General foot care for skin and nails; Ingrown toenail treatment; Diabetic foot care; Children’s foot care; Custom foot orthotics; Video gait analysis; Shockwave therapy; Footwear advice
My FootDr Shailer Park,i 6/44 Bryants Road Shailer Park QLD 4128,shailerpark@myfootdr.com.au,1800366837,Clinical Podiatry; Custom Foot Orthotics; Video Gait Analysis; Fungal Nail Infection Laser Treatment; Diabetic Footcare; Custom Footwear; National Disability Insurance Scheme; CAM Walker (Moon Boot); Seniors Footcare; Footwear
My FootDr Ispahan,i 315 Macquarie Street Hobart TAS 7000,ispahan@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Stafford,i Shop 93A Stafford City Shopping Centre 400 Stafford Rd Stafford QLD 4053,stafford@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Stirling,i Shop 10 Stirling Tiers 55 Mt Barker Road Stirling SA 5152,stirling@myfootdr.com.au,1800366837,3; 6; 4
Allsports Podiatry The Gap,i 970 Waterworks Rd The Gap QLD 4061,thegap@allsportspodiatry.com.au,1800366837,Sports Podiatry; Video Gait Assessment; Biomechanical Assessments; 3D Printed Orthotics; Custom Sports Orthotics; Paediatric Assessments; Nail Surgery and General Podiatry Care
My FootDr Thuringowa,"i Shop 129, Willows Shopping Centre Cnr Thuringowa Dr & Hervey Range Rd Thuringowa Central QLD 4817",willows@myfootdr.com.au,1800366837,3; 6; 4
Allsports Podiatry Toowong,"i Ground Floor, 80 Jephson Street Toowong QLD 4066",toowong@allsportspodiatry.com.au,1800366837,Sports Podiatry; Video Gait Assessment; Biomechanical Assessments; 3D Printed Orthotics; Custom Sports Orthotics; Paediatric Assessments; Nail Surgery and General Podiatry Care
My FootDr Toowoomba,"i Shop 52, Clifford Gardens Shopping Centre Corner James St & Anzac Ave Toowoomba City QLD 4350",toowoomba@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Townsville,i 140 Ross River Road Mundingburra QLD 4812,townsville@myfootdr.com.au,1800366837,Sports injury management; Video gait analysis; Children’s foot and walking assessments; Custom orthotic therapy; Medical acupuncture (dry needling); Personalised bike and running assessments; Diabetic foot assessments and treatment; General skin and nail care; Custom Medical Grade footwear; NDIS registered providers
The Foot and Ankle Clinic Traralgon,i 39 Grey Street Traralgon VIC 3844,traralgon@thefootandankleclinic.com.au,1800366837,3; 6; 4
My FootDr Tweed Heads,i 1/107 Minjungbal Drive Tweed Heads South NSW 2485,tweedheads@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Unley,i 98 Unley Rd Unley SA 5061,unley@myfootdr.com.au,1800366837,"Laser therapy for Nail Fungal Infections; Heel pain and heel spur solutions are a speciality; Shockwave therapy; Video and computerised walking analysis; Custom made soft orthotics; Postural assessment for those with hip, knee and back pain caused by the alignment of the feet.; General foot care including pain-free treatment of corns, calluses, warts and ingrown toe nails.; Enhanced Primary Care Treatment plans by Doctors referral are accepted.; DVA Claims are accepted by appropriate doctor referral; Surgical ingrown toenail procedures; NDIS."
My FootDr Wantirna,i Shop 9a 348 Mountain Hwy Wantirna VIC 3152,bayswater.podiatry@backinmotion.com.au,1800366837,3; 6; 4
My FootDr Warragul,i 1/65 Victoria St Warragul VIC 3820,warragul@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Warwick,"i Shop SP039, Warwick Grove Shopping Centre Cnr Beach and Erindale Road Warwick WA 6024",warwick@myfootdr.com.au,1800366837,3; 6; 4
Allsports Podiatry Wavell Heights,i 1A/159 Hamilton Road Wavell Heights QLD 4012,wavellheights@allsportspodiatry.com.au,1800366837,Sports Podiatry; Video Gait Assessment; Biomechanical Assessments; 3D Printed Orthotics; Custom Sports Orthotics; Paediatric Assessments; Nail Surgery and General Podiatry Care
Wellington Point,i 8/405-409 Main Rd Wellington Point QLD 4160,wellingtonpoint@myfootdr.com.au,1800366837,Sports Podiatry; Video Gait Assessment; Biomechanical Assessments; 3D Printed Orthotics; Custom Sports Orthotics; Paediatric Assessments; Nail Surgery and General Podiatry Care
My FootDr Wembley Downs,i 136B Weaponess Rd Wembley Downs WA 6019,wembleydowns@myfootdr.com.au,1800366837,3; 6; 4
Border Podiatry Wodonga,i 5/91 Hume St Wodonga VIC 3690,wodonga@myfootdr.com.au,1800366837,3; 6; 4
My FootDr Yeppoon,i 61 Queen St Yeppoon QLD 4703,yeppoon@myfootdr.com.au,1800366837,Custom Foot Orthotics; Biomechanical Assessment; Video Gait Analysis; Shockwave Treatment; Diabetes Foot Screenings; Fungal Nail Laser Treatment; Ingrown Nail Surgery
